run_id,manifest_sha256,method,phase,ms
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,audit_exact_table_compare_ms,35451.254
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,audit_merkle_root_hash_ms,1.339
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,audit_merkle_verify_ms,30208.901
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,audit_schema_fidelity_ms,2.031
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,merkle_total_ms,68673.257
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,tree_localisation_ms,181.114
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,candidate_row_fetch_ms,17.237
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,row_comparison_ms,0.563
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_sql_building_ms,0.566
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_dml_wire_ms,17.038
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_commit_wire_ms,8.882
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_begin_wire_ms,0.132
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_transaction_block_ms,26.690
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_write_ms,26.695
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,targeted_post_repair_confirmation_ms,3.499
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,recovery_observability_ms,0.001
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,recovery_orchestration_ms,1.407
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,audit_exact_table_compare_ms,36287.810
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,audit_merkle_root_hash_ms,1.266
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,audit_merkle_verify_ms,30320.435
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,audit_schema_fidelity_ms,2.045
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,merkle_total_ms,69619.671
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,tree_localisation_ms,173.531
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,candidate_row_fetch_ms,17.254
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,row_comparison_ms,0.539
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_sql_building_ms,0.574
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_dml_wire_ms,16.954
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_commit_wire_ms,8.860
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_begin_wire_ms,0.113
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_transaction_block_ms,26.555
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_write_ms,26.560
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,targeted_post_repair_confirmation_ms,3.531
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,recovery_observability_ms,0.001
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,recovery_orchestration_ms,1.372
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,audit_exact_table_compare_ms,35566.494
